,answer_32214,answer_32215,answer_32216,answer_32217,answer_32218,answer_32219,answer_32220,answer_32221,answer_32222,answer_32223,answer_32224,answer_32225,answer_32226,answer_32227,answer_32228,answer_32229,answer_32230,answer_32231,answer_32232,answer_32233,answer_32234,answer_32235,answer_32236,answer_32237,answer_32238,answer_32239,answer_32240,answer_32241,answer_32242,answer_32243,answer_32244,answer_32245,answer_32246,answer_32247,answer_32248,answer_32249,answer_32250,answer_32251,answer_32252,answer_32253,answer_32254,answer_32255,answer_32256,answer_32257,answer_32258,answer_32259,answer_32260,answer_32261,answer_32262,answer_32263,answer_32264,answer_32265,answer_32266,answer_32267,answer_32268,answer_32269,answer_32270,answer_32271,answer_32272,answer_32273,answer_32274,answer_32275,answer_32276,answer_32277,answer_32278,answer_32279,answer_32280,answer_32281,answer_32282,answer_32283,answer_32284,answer_32285,answer_32286,answer_32287,answer_32288
398,0.25,0.75,0.25,0.0,0.25,0.75,0.25,0.25,0.25,0.0,0.25,1.0,0.25,0.75,0.0,0.75,0.25,0.0,0.75,1.0,0.75,0.75,0.75,0.25,0.75,0.75,0.0,0.75,0.0,0.25,0.75,1.0,0.25,0.25,0.25,0.25,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.75,0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.25,0.25,0.75,1.0,0.25,1.0,1.0,1.0,0.83,0.83,0.33,0.67,0.83,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.75
406,0.25,1.0,1.0,1.0,0.75,0.75,0.0,0.25,0.75,0.0,0.75,0.75,0.75,1.0,0.25,0.75,0.0,0.75,0.0,0.0,0.25,0.75,0.0,0.0,1.0,1.0,0.75,1.0,1.0,0.75,0.75,0.0,0.75,0.75,0.75,0.0,0.75,0.25,0.75,0.75,0.75,0.75,0.75,1.0,0.75,0.75,1.0,0.0,0.0,0.25,0.25,0.25,1.0,0.75,0.0,0.75,0.0,1.0,0.0,0.0,0.83,0.67,0.5,0.5,0.83,0.67,0.83,0.5,0.5,0.75,0.75,0.25,0.5,0.5,0.75
409,0.75,1.0,0.25,1.0,1.0,0.25,0.0,0.25,0.75,0.25,0.75,1.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.25,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.75,0.25,0.75,0.75,0.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.83,0.5,0.0,0.83,0.17,0.67,0.75,1.0,0.0,0.5,0.5,0.5,0.75,0.75
411,0.0,1.0,0.25,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,0.0,1.0,0.25,0.75,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,0.25,1.0,1.0,0.0,1.0,0.75,1.0,0.0,0.0,0.17,0.17,1.0,0.0,0.83,0.0,0.83,1.0,0.75,0.5,0.75,0.0,0.5,0.0,1.0
433,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,0.25,0.0,0.0,0.75,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.75,0.0,0.75,1.0,0.33,0.67,0.33,0.67,0.33,1.0,0.33,0.25,0.25,0.75,0.25,1.0,1.0,0.75,0.25
440,0.0,1.0,0.75,0.0,1.0,1.0,0.75,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.25,1.0,1.0,0.75,1.0,1.0,0.25,0.0,1.0,0.25,0.0,0.0,0.25,0.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.0,1.0,0.25,0.25,0.25,0.75,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.17,1.0,0.0,1.0,0.33,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.25,0.75
449,0.25,0.75,1.0,1.0,0.75,0.75,0.0,0.0,0.25,0.0,0.25,0.75,0.75,0.75,0.25,0.75,0.0,0.75,0.75,0.75,0.75,1.0,0.25,0.25,0.25,0.25,0.0,0.75,0.25,1.0,0.75,0.75,0.25,0.75,0.75,0.0,1.0,0.25,0.75,0.25,0.25,0.25,0.75,0.75,1.0,1.0,0.75,0.25,1.0,0.0,0.75,1.0,1.0,0.75,0.0,1.0,0.25,0.75,0.0,0.0,0.5,0.83,0.67,0.33,0.83,0.67,0.83,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5
469,0.75,0.25,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.75,0.25,0.0,0.25,0.25,0.0,1.0,1.0,0.0,0.0,0.75,0.0,0.0,1.0,1.0,0.25,1.0,0.0,0.75,0.25,0.75,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.0,0.25,1.0,0.0,0.25,0.25,0.75,0.75,0.25,0.25,1.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.0,1.0,0.83,1.0,0.0,0.0,1.0,0.75,0.25,0.75,0.75,0.75,0.5
521,1.0,0.75,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.75,0.0,1.0,0.75,0.0,0.0,1.0,1.0,0.0,0.25,0.0,1.0,1.0,1.0,0.0,0.75,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25
535,0.0,1.0,0.75,0.0,1.0,1.0,0.75,0.25,0.0,0.0,0.75,1.0,0.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,0.0,0.25,1.0,0.0,1.0,0.25,0.75,0.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,0.25,0.75,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.17,1.0,0.0,0.67,0.0,1.0,0.75,0.75,0.5,0.75,0.25,0.5,0.25,0.75
536,0.0,1.0,0.75,0.0,1.0,1.0,0.75,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,0.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,0.0,1.0,0.25,0.75,0.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.25,0.75,1.0,0.0,1.0,0.75,1.0,0.0,0.0,0.17,0.83,1.0,0.0,1.0,0.17,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.75
545,0.0,0.75,0.75,0.0,0.75,1.0,0.0,0.25,0.0,1.0,0.25,0.75,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.75,0.75,0.75,0.25,0.0,1.0,0.25,1.0,1.0,0.0,0.0,0.75,0.0,0.75,0.25,0.0,0.0,0.75,0.0,0.0,0.25,1.0,0.75,1.0,1.0,0.25,0.75,1.0,0.25,0.75,0.25,0.25,0.0,0.0,1.0,0.75,0.25,0.0,1.0,0.25,0.25,0.0,0.0,1.0,0.5,0.17,0.0,0.83,0.75,0.5,0.25,0.75,0.0,0.5,0.5,0.75
558,0.0,1.0,0.75,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.25,1.0,0.0,1.0,1.0,0.25,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,0.0,1.0,0.0,0.75,0.0,1.0,0.75,0.25,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.0,1.0,0.0,0.33,0.17,1.0,0.75,0.75,0.5,1.0,0.0,0.5,0.25,0.75
563,0.0,1.0,0.75,0.0,1.0,1.0,0.75,1.0,0.25,0.25,0.25,0.75,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,1.0,0.0,0.0,0.33,0.17,0.67,0.83,1.0,0.33,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.0,1.0
571,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.33,1.0,0.0,0.83,0.0,1.0,0.75,1.0,0.5,1.0,0.0,0.5,0.0,1.0
576,0.0,0.75,1.0,1.0,1.0,0.25,0.0,0.75,0.25,0.0,0.25,0.75,0.75,0.75,0.0,0.75,0.0,0.0,0.75,0.75,0.25,1.0,0.25,0.0,1.0,0.25,0.25,1.0,0.25,1.0,0.75,0.25,1.0,0.75,0.75,0.0,1.0,0.75,0.25,0.75,0.75,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.25,0.0,0.0,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.0,0.0,0.83,0.67,0.5,0.0,0.5,0.5,0.83,0.5,0.75,0.25,0.75,0.5,0.5,0.25,0.5
605,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.75,0.0,0.0,0.75,0.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,0.25,0.75,0.25,1.0,0.25,1.0,0.75,0.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.0,0.0,0.75,0.75,1.0,0.0,1.0,0.75,1.0,0.0,0.0,0.17,0.33,0.83,0.0,0.83,0.0,1.0,1.0,0.75,0.5,1.0,0.25,0.25,0.0,0.75
614,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.75,0.25,0.0,1.0,0.25,0.75,1.0,0.25,0.75,0.0,0.75,0.25,0.0,0.25,0.25,0.0,0.0,1.0,1.0,0.25,1.0,0.75,0.25,1.0,0.25,0.75,0.25,0.75,0.0,0.75,0.25,0.0,0.75,1.0,0.75,0.75,1.0,0.75,0.75,0.75,0.0,0.75,0.25,0.25,0.25,1.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.83,0.83,0.17,0.0,1.0,0.33,0.83,0.5,0.5,0.25,0.75,0.0,0.5,0.5,0.5
617,0.75,0.25,0.75,0.0,0.25,0.25,0.75,0.0,0.25,0.25,0.25,1.0,0.25,0.25,0.25,0.75,0.0,0.0,1.0,1.0,0.0,1.0,0.25,1.0,0.0,0.25,0.75,0.75,1.0,0.25,0.25,0.25,0.75,1.0,0.25,0.0,0.75,0.75,0.25,0.75,0.75,0.75,0.75,1.0,0.25,0.75,0.75,0.75,0.0,0.0,0.0,1.0,1.0,0.75,0.0,0.25,0.25,0.0,0.0,0.0,0.33,0.67,0.0,0.17,0.33,0.0,0.67,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5
625,0.0,1.0,0.25,0.0,1.0,1.0,0.25,0.25,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,0.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.75,0.0,1.0,0.25,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.25,0.75,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.17,1.0,0.0,0.67,0.0,1.0,0.75,1.0,0.5,1.0,0.25,0.75,0.0,1.0
628,0.0,1.0,1.0,1.0,1.0,0.0,0.25,0.75,0.0,0.0,0.25,0.75,0.75,1.0,0.0,0.25,0.25,0.0,1.0,0.75,0.75,1.0,0.0,0.0,0.25,0.75,0.25,1.0,0.75,1.0,1.0,0.75,0.75,0.25,0.75,0.0,0.75,0.75,0.25,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.75,0.0,0.25,0.0,1.0,1.0,1.0,0.75,0.0,1.0,0.25,1.0,0.0,0.0,0.67,0.5,0.67,0.17,0.83,0.33,0.83,0.75,0.75,0.25,0.75,0.5,0.5,0.75,0.5
637,0.25,0.25,0.75,0.75,1.0,0.75,0.0,0.0,0.25,0.25,0.25,0.75,0.25,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.75,1.0,0.75,1.0,0.0,0.75,0.25,0.75,0.25,0.25,0.75,0.75,0.25,0.75,0.25,0.75,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.0,0.25,0.25,0.75,0.0,0.75,0.75,0.75,0.0,0.0,0.5,0.67,0.33,0.0,0.83,0.17,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.25,0.5
639,0.0,1.0,0.25,0.0,1.0,1.0,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.75,1.0,0.25,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.33,0.67,0.17,0.33,0.17,1.0,0.75,0.75,0.75,0.75,0.0,0.75,0.0,0.75
650,0.0,0.75,1.0,1.0,1.0,0.25,0.0,0.25,0.25,0.0,0.25,0.75,0.75,0.75,0.0,0.25,0.0,0.0,0.75,0.75,0.25,1.0,0.25,0.0,0.0,0.75,0.0,1.0,0.25,1.0,0.75,0.75,0.25,0.25,0.75,0.0,1.0,0.25,0.25,0.25,0.0,0.25,0.75,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.75,1.0,1.0,0.75,0.0,0.75,0.25,0.75,0.0,0.0,0.83,0.5,0.33,0.5,0.67,0.5,0.67,0.75,0.5,0.5,0.5,0.5,0.5,0.75,0.5
668,0.0,1.0,0.75,0.0,1.0,1.0,0.0,0.25,0.0,0.25,0.25,0.75,0.0,1.0,1.0,0.75,0.0,1.0,0.75,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,0.0,1.0,0.25,0.75,0.0,1.0,0.0,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.75,1.0,0.25,0.75,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.17,0.0,0.83,0.0,0.83,0.17,0.83,0.75,0.75,0.5,0.75,0.25,0.5,0.5,0.5
674,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.75,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.75,1.0,0.0,1.0,1.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,0.17,0.0,0.83,0.0,0.67,0.0,1.0,1.0,0.75,0.5,1.0,0.0,0.25,0.0,1.0
690,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.75,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.75,1.0,0.75,0.0,1.0,0.0,0.25,0.0,0.25,0.0,1.0,0.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.25,1.0,0.0,1.0,0.25,1.0,1.0,0.83,1.0,0.0,0.83,0.83,1.0,0.0,0.0,0.5,0.5,0.25,0.5,1.0,1.0,0.0
701,0.75,0.25,1.0,0.75,0.0,0.25,0.0,0.0,0.25,1.0,1.0,0.25,0.75,0.75,1.0,1.0,0.0,1.0,1.0,0.75,0.25,1.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,0.25,0.75,1.0,0.25,0.25,0.0,0.75,1.0,1.0,0.75,0.75,0.0,0.0,1.0,1.0,1.0,0.75,0.0,1.0,1.0,0.25,0.0,0.0,0.83,0.67,0.17,0.17,0.83,0.5,0.17,0.25,0.5,0.25,0.5,0.75,0.5,1.0,0.5
712,0.75,0.75,0.25,0.0,0.75,0.75,0.0,0.75,0.25,0.25,0.75,0.25,0.25,0.25,0.75,0.75,0.0,0.25,0.75,0.75,0.75,1.0,0.25,1.0,0.75,0.25,0.75,1.0,0.25,0.75,1.0,0.75,0.25,0.75,0.75,0.25,0.25,0.75,0.75,0.25,0.75,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.0,1.0,0.75,1.0,0.0,0.0,0.33,0.33,0.83,0.17,0.67,0.17,0.83,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.75
715,0.75,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,1.0,0.75,0.0,0.75,0.75,0.0,0.0,0.25,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,1.0,0.0,1.0,0.75,1.0,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.25,1.0,0.0,0.25,1.0,0.0,1.0,1.0,0.75,1.0,0.75,0.0,0.25,1.0,0.0,0.25,0.0,0.83,1.0,0.33,0.33,1.0,0.67,0.0,0.25,0.5,0.25,0.25,0.75,0.5,1.0,0.75
741,1.0,0.75,1.0,1.0,0.75,0.75,0.75,0.75,1.0,0.0,1.0,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.75,1.0,0.25,0.75,0.75,1.0,0.25,0.0,0.75,0.25,0.75,0.0,0.25,0.0,1.0,0.75,0.75,0.75,1.0,0.75,1.0,0.75,1.0,0.25,0.0,0.25,0.75,0.0,1.0,0.75,0.0,0.25,0.0,0.75,0.0,0.25,0.83,0.83,0.33,0.67,0.67,0.33,0.5,0.25,1.0,0.5,0.75,0.25,0.5,0.5,0.75
756,0.25,1.0,1.0,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.75,1.0,0.75,1.0,1.0,0.75,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.0,0.75,1.0,0.25,1.0,0.0,0.75,0.0,0.75,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.25,1.0,0.25,0.0,0.25,0.75,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.17,0.0,1.0,0.0,0.83,0.0,1.0,0.75,0.75,0.25,0.5,0.25,0.25,0.25,0.75
760,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.75,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,0.0,1.0,0.0,0.75,0.0,1.0,0.25,0.0,0.75,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17,0.0,1.0,0.0,0.67,0.0,1.0,1.0,1.0,0.25,1.0,0.0,0.25,0.0,0.5
780,0.75,0.25,0.75,1.0,1.0,0.75,0.0,0.0,1.0,1.0,0.0,0.75,0.25,1.0,0.25,0.75,0.75,0.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.75,0.0,1.0,1.0,0.75,0.25,0.0,0.75,0.25,1.0,0.75,0.25,1.0,0.0,1.0,0.75,0.25,0.25,0.0,1.0,1.0,1.0,0.75,0.0,1.0,0.75,0.25,0.0,0.0,0.0,0.83,0.17,0.0,0.83,0.67,0.0,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.5
786,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.75,0.0,0.75,0.75,0.75,0.75,0.25,0.75,0.25,0.75,0.75,0.0,0.75,0.75,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.25,0.75,0.0,0.75,0.75,0.75,0.75,0.25,0.75,0.25,0.75,0.25,0.25,0.75,0.25,0.75,0.25,0.25,0.75,1.0,0.75,0.0,1.0,0.25,0.75,0.0,0.0,0.83,0.67,0.67,0.33,0.5,0.33,0.67,0.5,0.75,0.5,0.75,0.25,0.25,0.25,0.75
795,1.0,0.75,0.75,1.0,0.75,0.25,0.75,1.0,0.75,0.75,0.75,1.0,0.75,0.75,0.75,1.0,0.25,0.75,0.75,1.0,0.25,1.0,0.25,1.0,0.75,0.75,1.0,0.75,1.0,1.0,0.75,0.75,0.75,0.25,0.75,0.0,0.0,0.75,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,1.0,0.75,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.0,0.0,0.83,0.83,0.67,0.0,0.83,0.33,0.83,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0.5
806,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.75,0.0,0.25,0.25,0.75,0.25,1.0,0.75,0.75,0.0,1.0,0.75,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,0.0,1.0,0.25,0.0,0.0,1.0,0.75,0.0,0.75,0.75,1.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,0.25,0.25,0.25,0.75,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.17,0.0,1.0,0.0,0.83,0.0,0.83,0.75,1.0,0.75,1.0,0.25,0.5,0.25,1.0
810,0.75,1.0,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,1.0,0.0,1.0,0.0,0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,0.0,1.0,0.0,0.83,0.0,1.0,1.0,1.0,0.5,0.75,0.0,0.5,0.0,1.0
814,0.75,1.0,1.0,0.75,0.75,0.25,0.0,0.75,0.75,0.0,0.25,0.25,0.75,0.75,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.75,0.75,0.75,1.0,0.75,0.0,1.0,0.75,1.0,1.0,0.25,0.75,0.75,1.0,0.25,1.0,0.25,0.75,0.75,0.75,0.25,1.0,1.0,1.0,0.75,1.0,0.0,0.25,0.0,0.75,1.0,1.0,0.75,0.0,0.75,0.75,0.75,0.0,0.0,0.83,0.67,0.5,0.0,0.67,0.17,0.67,0.75,0.75,0.5,0.75,0.5,0.5,0.75,0.5
834,0.75,1.0,1.0,0.75,0.25,0.0,0.0,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.0,0.75,0.0,0.0,0.25,0.25,1.0,0.25,0.75,1.0,1.0,0.0,0.25,0.25,0.25,0.0,0.75,0.0,0.0,0.75,0.25,0.25,0.75,0.75,0.75,0.75,0.25,0.25,0.75,1.0,1.0,0.75,0.0,0.0,0.75,1.0,0.75,0.25,1.0,0.75,0.75,0.0,0.0,0.33,0.0,0.83,0.17,0.0,0.0,1.0,0.75,0.75,0.75,0.75,0.25,0.5,0.5,0.5
847,1.0,0.75,1.0,1.0,0.0,0.75,1.0,0.0,1.0,0.25,0.25,0.75,0.75,1.0,1.0,0.75,0.25,1.0,0.75,0.75,1.0,1.0,0.75,0.0,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.75,0.0,0.75,1.0,1.0,0.75,0.0,0.25,0.75,1.0,0.75,0.75,0.0,1.0,1.0,0.75,0.25,1.0,1.0,1.0,1.0,1.0,0.75,0.0,1.0,1.0,0.75,0.0,0.0,1.0,1.0,0.33,0.5,1.0,0.33,0.33,0.25,0.75,0.25,0.75,0.5,0.5,0.5,0.5
848,0.0,1.0,1.0,0.0,1.0,1.0,0.75,0.25,0.0,0.0,0.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.0,1.0,1.0,1.0,0.75,1.0,0.0,0.5,0.0,1.0
857,0.75,1.0,1.0,1.0,0.75,0.25,0.75,0.0,0.75,0.25,0.75,0.75,0.0,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.25,1.0,0.25,1.0,0.75,0.0,0.25,0.75,0.75,1.0,0.75,0.25,1.0,0.25,0.75,0.25,0.75,0.0,0.25,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.25,0.75,1.0,1.0,0.75,0.0,0.75,0.25,1.0,0.0,0.0,0.5,0.83,0.67,0.5,0.83,0.17,0.67,0.25,0.75,0.5,0.75,0.25,0.5,0.75,0.5
863,0.75,1.0,0.25,1.0,0.75,0.25,0.0,0.25,0.25,0.0,0.75,0.75,0.25,1.0,1.0,1.0,0.0,0.75,1.0,1.0,0.75,1.0,0.0,1.0,0.75,0.75,0.25,0.75,0.75,1.0,0.75,0.25,1.0,0.75,0.75,0.0,0.75,0.75,0.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.83,0.83,0.17,0.83,0.17,0.83,0.75,1.0,0.25,0.5,0.25,0.5,0.5,0.75
